ESTADO,MUNICÍPIO,REGIONAL,Com qual gênero você se identifica?,Qual é a sua idade?,Qual é o seu grau de escolaridade?,Quantas pessoas vivem na sua casa?,Qual a renda mensal da sua família?,Faixa Renda,Renda Per Capita,Faixa Renda Per Capita,Salário utilizado para pagar a conta,"De 1 a 10, qual nota você dá para o fornecimento de energia sem interrupção, ou seja, não faltar luz na sua casa?","De 1 a 10, que nota você dá para a variação da energia, ou seja, sem ficar alternando luz forte com luz fraca na sua casa?","De 1 a 10, qual nota você atribui para a rapidez na volta da energia quando falta energia na sua casa, ou seja, o tempo que leva para a energia voltar, quando falta?","Alguma vez você recebeu algum aviso da EMPRESA DE ENERGIA, informando que você ficaria sem energia, por causa da realização de serviços para melhorar a rede elétrica?","Caso sim, como você ficou sabendo que a falta de energia aconteceu por causa de um serviço de melhoria da rede elétrica que tinha sido programado pela EMPRESA DE ENERGIA? (Citar os possíveis canais para medir qual o meio de comunicação mais eficaz)","De 1 a 10, como você avalia o aviso recebido?",A EMPRESA DE ENERGIA fornece orientações para evitar o desperdício de energia?,"A EMPRESA DE ENERGIA orienta o cliente sobre a medição do consumo de energia, ou seja, como se faz a leitura do medidor?",A EMPRESA DE ENERGIA informa aos clientes sobre os riscos e perigos da rede elétrica?,A EMPRESA DE ENERGIA esclarece aos clientes sobre seus direitos e deveres?,Você recebe mensalmente sua conta de luz?,Por onde você recebe sua conta de luz?,Dê uma nota de 1 até 10 para o prazo entre o recebimento da conta e o vencimento (pagamento) da conta.,"Dê uma nota de 1 até 10 para a conta de luz sem erros, ou seja, com a leitura do seu consumo correta.",Dê uma nota de 1 até 10 para a facilidade no entendimento das informações que estão na conta de luz.,"Dê uma nota de 1 até 10 para a disponibilidade de locais para pagamento (tais como bancos, internet, correios, rede comercial conveniada tais como supermercados, farmácias dentre outros). ",Dê uma nota de 1 até 10 para a data de vencimento da conta de luz.,Você sabia que é possível alterar a data do vencimento da sua fatura?,Mudar a data do vencimento te ajudaria?,"Você já entrou em contato com a EMPRESA DE ENERGIA, qual o canal de comunicação foi utilizado? (qual canal?)",Qual serviço foi solicitado?,Dê uma nota de 1 até 10 para a facilidade para entrar em contato com a empresa quando quiser pedir informações ou serviços.,"Qual nota você atribui para o tempo de espera de atendimento da EMPRESA DE ENERGIA, seja por telefone, agência EMPRESA DE ENERGIA ou colaborador em campo (eletricista, leiturista etc). (notas de 1 até 10)",Qual nota você atribui a agilidade/rapidez do atendimento ao consumidor (pessoa que o atende por telefone ou na agência da EMPRESA DE ENERGIA)? (nota de 1 até 10),"De 1 a 10, qual nota você atribui para o conhecimento que os colaboradores EMPRESA DE ENERGIA têm sobre o assunto, sobre conseguir responder suas dúvidas.","De 1 a 10, qual nota você atribui para facilidade de entendimento das informações dadas pela EMPRESA DE ENERGIA (as informações são claras e fáceis de entender)?","De 1 a 10, qual nota você atribui para a educação e gentileza da equipe?",Dê uma nota de 1 até 10 para o prazo informado pela empresa para a realização dos serviços solicitados pelo consumidor.,"Dê uma nota de 1 até 10 para solução definitiva do problema, ou seja, resolver o problema de uma vez.",Dê uma nota de 1 até 10 para o cumprimento do prazo informado pela empresa para resolver as solicitações dos consumidores.,A EMPRESA DE ENERGIA respeita os direitos dos consumidores?,A EMPRESA DE ENERGIA é justa com os consumidores?,"A EMPRESA DE ENERGIA investe na melhoria da qualidade do fornecimento de energia, ou seja, investe em melhorias do fornecimento de energia, como por exemplo, faz manutenção em transformadores, em fios, em postes etc?",A EMPRESA DE ENERGIA comunica aos seus consumidores sobre a sua atuação e atividades realizadas? (Nota de 1 até 10),"De 1 a 10, a EMPRESA DE ENERGIA combate o consumo irregular da energia elétrica, por exemplo fraudes como gatos, furto de energia etc?",A EMPRESA DE ENERGIA fornece atendimentos sem discriminação ou imparcialidade?,"A EMPRESA DE ENERGIA está disposta a negociar com seus clientes, como por exemplo em parcelamento de faturas?",A EMPRESA DE ENERGIA cuida do meio ambiente?,"A EMPRESA DE ENERGIA é uma empresa preparada organizada para atender casos de emergência (enchentes, deslizamentos de terra, incêndio, tempestades muito fortes com muito vento)?",SATISFACAO_GERAL,Quanto mais ou menos você paga por mês em sua conta de luz?,"Como você considera o valor da conta de energia de 1 a 5, onde 1 é muito caro, 3 normal e 5 muito barato?",Comprometimento (%)
MARANHÃO,SAO LUIS,NORTE,Feminino,18 - 30,Fundamental incompleto,2,1650.0,De 1501 a 2000,825.0,De 801 a 900,De 21 a 30%,8,3,3,Sim,Porteiro/ Síndico,4.0,8,8,10,4,Sim,Impressa e entregue pelo leiturista,8,4,4,6,6,Sim,Sim,Site,,7,9,8,6,9,10,9,8,9,2,4,7,6,1,4,3,3,3,6,171,1.0,10.36
MARANHÃO,SAO LUIS,NORTE,Feminino,41 - 50,Pós Graduação/ Mestrado/ Doutorado,2,4000.0,De 3501 a 4000,2000.0,De 1501 a 2000,De 11 a 20%,10,10,7,Não,,,7,10,3,7,Sim,Impressa e entregue pelo leiturista,10,9,9,10,9,Sim,Não,Site,,10,7,10,7,6,7,7,8,5,5,5,7,1,3,2,2,6,3,8,257,3.0,6.42
MARANHÃO,SAO LUIS,NORTE,Feminino,18 - 30,Superior completo,4,4666.666666666667,De 4501 a 5000,1166.6666666666667,De 1001 a 1500,De 21 a 30%,7,7,8,Não,,,10,6,10,5,Sim,Site,10,6,4,10,9,Não,Sim,Site,,10,7,8,9,5,7,7,9,9,4,5,5,4,4,4,7,4,6,6,331,1.0,7.09
MARANHÃO,SAO LUIS,NORTE,Masculino,51 - 60,Médio completo,2,1800.0,De 1501 a 2000,900.0,De 801 a 900,De 51 a 60%,10,10,7,Não,,,6,6,4,8,Sim,Impressa e entregue pelo leiturista,7,5,7,10,8,Sim,Não,Telefone 0800,Falta de energia,2,8,4,3,8,8,9,6,9,3,4,9,1,1,7,9,7,1,6,465,3.0,25.83
MARANHÃO,SAO LUIS,NORTE,Feminino,51 - 60,Fundamental completo,2,5000.0,De 4501 a 5000,2500.0,Acima de 2000,Menos que 10%,9,6,9,Não,,,7,8,7,7,Não,Site,9,6,5,9,5,Não,Sim,Telefone 0800,Falta de energia,3,6,2,4,1,8,10,10,3,8,2,9,1,5,8,10,9,1,8,186,3.0,3.72
MARANHÃO,SAO LUIS,NORTE,Feminino,41 - 50,Analfabeto,9,9000.0,Acima de 5000,1000.0,De 901 a 1000,De 11 a 20%,7,1,1,Sim,Jornal,8.0,9,10,10,6,Não,Impressa e entregue pelo leiturista,9,4,5,4,5,Sim,Sim,Telefone 0800,Informações gerais,5,6,7,6,8,6,9,9,9,9,9,10,10,2,1,1,8,2,7,151,2.0,1.68
MARANHÃO,SAO LUIS,NORTE,Feminino,41 - 50,Médio completo,3,1500.0,De 601 a 1500,500.0,De 401 a 500,De 71 a 80%,5,5,7,Sim,Carro de som,7.0,6,5,9,5,Sim,Impressa e entregue pelo leiturista,8,4,3,3,5,Não,Não,Telefone 0800,Reclamação,6,7,8,5,9,8,6,8,5,8,2,10,4,6,5,4,10,6,10,375,2.0,25.0
MARANHÃO,SAO LUIS,NORTE,Masculino,Acima de 60,Superior completo,2,3100.0,De 3001 a 3500,1550.0,De 1501 a 2000,De 11 a 20%,7,1,4,Sim,Jornal,10.0,9,3,8,7,Não,Site,10,10,4,8,1,Não,Não,Telefone 0800,Falta de energia,6,7,3,6,8,2,3,9,2,10,1,6,1,8,9,6,5,4,6,234,3.0,7.55
MARANHÃO,SAO LUIS,NORTE,Feminino,31 - 40,Superior completo,2,5000.0,De 4501 a 5000,2500.0,Acima de 2000,De 11 a 20%,8,3,7,Não,,,7,5,8,4,Sim,Impressa e entregue pelo leiturista,8,9,7,5,3,Sim,Sim,Telefone 0800,Informações gerais,6,6,8,6,6,9,8,6,10,4,9,3,3,1,8,5,3,1,6,364,2.0,7.28
MARANHÃO,SAO LUIS,NORTE,Feminino,41 - 50,Médio completo,1,1300.0,De 601 a 1500,1300.0,De 1001 a 1500,De 21 a 30%,7,7,10,Sim,Rádio,5.0,7,6,6,5,Não,Impressa e entregue pelo leiturista,4,5,2,7,6,Não,Sim,Telefone 0800,Falta de energia,7,6,9,10,9,8,8,5,6,8,4,10,4,1,10,1,10,6,8,281,1.0,21.62
MARANHÃO,SAO LUIS,NORTE,Feminino,41 - 50,Fundamental completo,2,2200.0,De 2001 a 2500,1100.0,De 1001 a 1500,De 21 a 30%,7,7,7,Sim,Carro de som,10.0,5,9,8,8,Não,Impressa e entregue pelo leiturista,4,5,2,10,10,Não,Sim,Telefone 0800,Falta de energia,8,5,10,9,9,6,8,7,9,9,8,7,6,5,8,3,9,7,5,318,2.0,14.45
MARANHÃO,SAO LUIS,NORTE,Feminino,41 - 50,Fundamental incompleto,5,4000.0,De 3501 a 4000,800.0,De 701 a 800,De 51 a 60%,6,6,4,Sim,Rádio,4.0,9,5,5,6,Sim,Impressa e entregue pelo leiturista,4,4,7,5,4,Não,Não,Telefone 0800,Falta de energia,8,10,10,7,9,6,5,5,8,10,3,8,6,5,5,8,7,7,8,420,2.0,10.5
MARANHÃO,SAO LUIS,NORTE,Feminino,41 - 50,Fundamental completo,1,1900.0,De 1501 a 2000,1900.0,De 1501 a 2000,De 11 a 20%,7,7,7,Não,,,10,6,10,4,Não,Impressa e entregue pelo leiturista,2,1,6,3,2,Não,Não,Telefone 0800,Falta de energia,9,5,9,8,5,6,6,6,8,7,6,5,6,4,9,9,9,7,6,376,1.0,19.79
MARANHÃO,SAO LUIS,NORTE,Masculino,18 - 30,Médio completo,2,2200.0,De 2001 a 2500,1100.0,De 1001 a 1500,De 21 a 30%,9,9,6,Não,,,10,10,5,10,Sim,E-mail,10,9,10,9,3,Não,Não,Telefone 0800,Informações gerais,9,9,8,6,5,6,10,10,6,8,6,6,2,6,1,3,4,3,6,318,1.0,14.45
MARANHÃO,SAO LUIS,NORTE,Masculino,18 - 30,Superior completo,1,4000.0,De 3501 a 4000,4000.0,Acima de 2000,Menos que 10%,8,8,8,Sim,Rádio,4.0,7,3,6,9,Sim,E-mail,10,4,6,6,4,Não,Não,Telefone 0800,Falta de energia,9,10,7,10,10,10,7,8,10,4,4,4,5,5,6,2,5,7,5,329,4.0,8.22
MARANHÃO,SAO LUIS,NORTE,Masculino,18 - 30,Médio completo,3,1650.0,De 1501 a 2000,550.0,De 501 a 600,De 31 a 40%,5,5,8,Não,,,9,9,6,6,Sim,Impressa e entregue pelo leiturista,4,4,2,6,10,Sim,Sim,Telefone 0800,Falta de energia,10,6,8,8,5,7,6,10,7,8,3,1,6,2,3,3,6,1,6,194,1.0,11.76
MARANHÃO,SAO LUIS,NORTE,Feminino,Acima de 60,Analfabeto,1,3500.0,De 3001 a 3500,3500.0,Acima de 2000,Menos que 10%,8,8,8,Não,,,5,5,5,8,Não,Impressa e entregue pelo leiturista,8,6,2,8,3,Não,Não,Telefone 0800,Falta de energia,10,4,5,5,3,2,5,3,10,9,5,9,1,2,7,6,6,2,6,227,2.0,6.49
MARANHÃO,SAO LUIS,NORTE,Masculino,Acima de 60,Fundamental completo,4,5333.333333333333,Acima de 5000,1333.3333333333333,De 1001 a 1500,De 11 a 20%,10,5,5,Não,,,10,5,3,5,Sim,Impressa e entregue pelo leiturista,5,5,2,7,7,Não,Não,Telefone 0800,Falta de energia,10,4,7,4,6,10,10,5,2,5,2,3,8,1,7,5,9,2,9,172,2.0,3.22
MARANHÃO,SAO LUIS,NORTE,Feminino,31 - 40,Médio completo,3,2000.0,De 1501 a 2000,666.6666666666666,De 601 a 700,De 31 a 40%,4,4,7,Não,,,5,4,8,8,Não,Impressa e entregue pelo leiturista,4,2,5,5,7,Sim,Sim,WhatsApp,Informações gerais,2,5,9,10,8,4,7,4,4,8,7,5,3,7,2,4,6,8,6,253,3.0,12.65
MARANHÃO,SAO LUIS,NORTE,Masculino,Acima de 60,Superior completo,6,7000.0,Acima de 5000,1166.6666666666667,De 1001 a 1500,De 21 a 30%,7,5,7,Não,,,6,10,10,3,Sim,Impressa e entregue pelo leiturista,9,9,8,8,1,Não,Sim,WhatsApp,Religação de energia,3,8,2,2,5,8,3,7,6,3,3,10,4,10,4,8,7,6,8,290,4.0,4.14
MARANHÃO,SAO LUIS,NORTE,Feminino,41 - 50,Médio completo,4,2666.6666666666665,De 2501 a 3000,666.6666666666666,De 601 a 700,De 21 a 30%,8,8,5,Sim,Jornal,5.0,7,10,9,7,Não,Impressa e entregue pelo leiturista,9,5,5,8,8,Sim,Sim,WhatsApp,Informações gerais,4,5,10,1,6,5,2,2,8,9,8,10,7,8,3,8,3,7,10,164,1.0,6.15
MARANHÃO,SAO LUIS,NORTE,Feminino,Acima de 60,Superior completo,3,4000.0,De 3501 a 4000,1333.3333333333333,De 1001 a 1500,De 11 a 20%,6,6,8,Sim,Jornal,8.0,5,6,6,9,Sim,Site,4,6,5,10,6,Sim,Não,WhatsApp,Tarifa Social,8,1,1,9,3,10,5,10,5,10,8,9,4,3,4,8,3,6,8,151,4.0,3.78
MARANHÃO,SAO LUIS,NORTE,Feminino,Acima de 60,Fundamental completo,5,6666.666666666667,Acima de 5000,1333.3333333333335,De 1001 a 1500,De 31 a 40%,10,10,10,Sim,Carro de som,8.0,3,5,3,8,Sim,Impressa e entregue pelo leiturista,5,5,3,2,9,Sim,Sim,WhatsApp,Informações gerais,10,7,6,6,10,6,10,5,1,6,8,3,6,5,2,6,2,8,7,409,1.0,6.14
MARANHÃO,TURIACU,NOROESTE,Masculino,Acima de 60,Fundamental incompleto,4,3200.0,De 3001 a 3500,800.0,De 701 a 800,De 21 a 30%,8,8,4,Sim,Porteiro/ Síndico,9.0,9,10,4,7,Sim,E-mail,9,9,10,10,9,Sim,Sim,Agência,Religação de energia,1,4,1,5,2,3,2,1,2,5,6,6,1,1,3,1,1,4,5,218,3.0,6.81
MARANHÃO,TURIACU,NOROESTE,Feminino,31 - 40,Superior completo,3,5000.0,De 4501 a 5000,1666.6666666666667,De 1501 a 2000,De 21 a 30%,10,10,10,Sim,Carro de som,6.0,3,9,4,3,Sim,Impressa e entregue pelo leiturista,10,9,9,9,10,Não,Não,Agência,2ª via de conta,1,5,1,5,5,4,2,5,5,1,4,2,4,5,2,5,2,5,3,355,1.0,7.1
MARANHÃO,TURIACU,NOROESTE,Feminino,18 - 30,Superior completo,1,4000.0,De 3501 a 4000,4000.0,Acima de 2000,Menos que 10%,9,9,5,Sim,Jornal,10.0,8,6,10,8,Sim,E-mail,7,6,3,5,7,Não,Não,Agência,Troca de Titularidade,2,5,3,5,3,1,5,5,1,6,3,1,3,2,4,5,4,5,5,320,3.0,8.0
MARANHÃO,TURIACU,NOROESTE,Feminino,18 - 30,Fundamental completo,4,2800.0,De 2501 a 3000,700.0,De 601 a 700,De 61 a 70%,2,2,10,Sim,Carro de som,7.0,5,7,10,5,Não,Impressa e entregue pelo leiturista,3,5,7,10,8,Não,Não,Aplicativo,Troca de Titularidade,4,1,5,5,4,5,4,2,5,3,4,3,6,2,5,1,3,4,1,457,3.0,16.32
MARANHÃO,TURIACU,NOROESTE,Feminino,41 - 50,Médio completo,3,2500.0,De 2001 a 2500,833.3333333333334,De 801 a 900,De 41 a 50%,8,8,7,Não,,,5,5,10,7,Não,Impressa e entregue pelo leiturista,6,2,2,10,9,Sim,Não,Eletricista/ Leiturista,Informações gerais,1,1,3,5,1,3,5,1,3,3,3,6,4,6,8,7,1,3,5,368,1.0,14.72
MARANHÃO,TURIACU,NOROESTE,Masculino,Acima de 60,Superior completo,3,3800.0,De 3501 a 4000,1266.6666666666667,De 1001 a 1500,De 31 a 40%,7,7,3,Não,,,3,6,7,10,Não,Impressa e entregue pelo leiturista,7,9,9,10,6,Não,Não,Eletricista/ Leiturista,Informações gerais,5,10,6,7,7,10,8,5,10,1,6,8,3,8,2,6,7,5,1,478,3.0,12.58
MARANHÃO,TURIACU,NOROESTE,Masculino,41 - 50,Médio completo,2,2200.0,De 2001 a 2500,1100.0,De 1001 a 1500,De 41 a 50%,7,5,3,Não,,,10,8,8,7,Não,Aplicativo,4,4,7,3,2,Não,Não,E-mail,Reclamação,8,9,9,9,7,10,8,6,5,2,3,1,4,5,3,8,3,5,6,446,2.0,20.27
MARANHÃO,TURIACU,NOROESTE,Masculino,Acima de 60,Superior completo,5,6666.666666666667,Acima de 5000,1333.3333333333335,De 1001 a 1500,De 11 a 20%,7,7,7,Não,,,3,5,5,7,Não,Impressa e entregue pelo leiturista,7,9,10,9,10,Sim,Sim,Telefone 0800,Informações gerais,3,7,6,5,4,8,4,6,10,2,10,6,4,8,1,10,3,7,7,246,1.0,3.69
MARANHÃO,TURIACU,NOROESTE,Feminino,18 - 30,Fundamental completo,4,2000.0,De 1501 a 2000,500.0,De 401 a 500,De 31 a 40%,4,4,7,Sim,Carro de som,9.0,7,7,6,7,Sim,Impressa e entregue pelo leiturista,3,6,1,8,4,Não,Sim,Telefone 0800,Informações gerais,10,6,7,6,10,5,5,10,6,8,2,7,2,5,3,6,4,3,9,188,3.0,9.4
MARANHÃO,TURIACU,NOROESTE,Feminino,18 - 30,Fundamental incompleto,1,1500.0,De 601 a 1500,1500.0,De 1001 a 1500,De 21 a 30%,8,8,8,Não,,,6,5,10,9,Sim,Aplicativo,9,9,10,9,3,Não,Não,WhatsApp,Falta de energia,1,8,10,8,3,3,10,10,2,9,5,7,1,9,8,9,6,3,8,379,1.0,25.27
MARANHÃO,TURIACU,NOROESTE,Feminino,41 - 50,Médio completo,3,1650.0,De 1501 a 2000,550.0,De 501 a 600,De 31 a 40%,7,7,7,Não,,,7,7,8,4,Não,E-mail,7,9,9,10,8,Não,Sim,WhatsApp,Falta de energia,1,1,10,6,3,2,6,3,8,8,10,8,2,9,10,3,4,9,10,215,1.0,13.03
PARÁ,ALTAMIRA,CENTRO,Feminino,31 - 40,Superior completo,2,5000.0,De 4501 a 5000,2500.0,Acima de 2000,De 11 a 20%,9,9,8,Sim,Rádio,10.0,6,7,3,6,Sim,E-mail,10,9,8,9,7,Sim,Não,Agência,Parcelamento de conta,1,4,5,1,2,3,1,1,3,4,1,2,4,5,4,1,2,2,3,293,3.0,5.86
PARÁ,ALTAMIRA,CENTRO,Masculino,18 - 30,Fundamental completo,2,1900.0,De 1501 a 2000,950.0,De 901 a 1000,De 11 a 20%,3,3,3,Não,,,8,10,9,10,Sim,E-mail,8,9,10,9,2,Não,Sim,Agência,Parcelamento de conta,2,5,5,5,5,1,5,5,3,3,4,6,5,3,5,3,3,1,1,190,3.0,10.0
PARÁ,ALTAMIRA,CENTRO,Masculino,41 - 50,Fundamental completo,4,2800.0,De 2501 a 3000,700.0,De 601 a 700,De 31 a 40%,7,1,10,Sim,Porteiro/ Síndico,10.0,10,5,7,5,Sim,Impressa e entregue pelo leiturista,9,5,6,5,9,Sim,Não,Agência,Troca de Titularidade,4,5,1,4,4,4,2,1,3,5,4,1,3,5,4,1,4,2,3,276,1.0,9.86
PARÁ,ALTAMIRA,CENTRO,Feminino,31 - 40,Analfabeto,6,5800.0,Acima de 5000,966.6666666666666,De 901 a 1000,De 21 a 30%,5,5,8,Sim,Jornal,5.0,3,6,6,5,Não,Impressa e entregue pelo leiturista,1,3,6,6,4,Sim,Não,Aplicativo,2ª via de conta,4,3,5,4,2,1,1,2,1,6,3,5,5,3,5,3,1,1,5,277,1.0,4.78
PARÁ,ALTAMIRA,CENTRO,Masculino,41 - 50,Fundamental completo,4,2200.0,De 2001 a 2500,550.0,De 501 a 600,De 41 a 50%,7,5,5,Não,,,7,3,5,9,Sim,Impressa e entregue pelo leiturista,2,7,1,10,1,Não,Não,Eletricista/ Leiturista,Informações gerais,4,2,4,2,1,4,5,2,1,8,3,6,6,6,3,5,5,3,5,256,1.0,11.64
PARÁ,ALTAMIRA,CENTRO,Masculino,18 - 30,Superior completo,6,7600.0,Acima de 5000,1266.6666666666667,De 1001 a 1500,De 11 a 20%,9,6,8,Não,,,5,5,5,8,Sim,Impressa e entregue pelo leiturista,10,9,9,8,4,Sim,Sim,Não se Aplica,,10,7,7,9,9,7,10,9,7,4,8,4,7,3,8,5,1,3,10,199,1.0,2.62
PARÁ,ALTAMIRA,CENTRO,Masculino,41 - 50,Médio completo,4,2400.0,De 2001 a 2500,600.0,De 501 a 600,De 61 a 70%,7,1,9,Não,,,10,6,7,9,Sim,E-mail,5,4,7,8,9,Sim,Sim,Telefone 0800,Falta de energia,5,8,10,6,6,8,7,5,8,6,4,2,2,2,2,4,5,2,7,402,1.0,16.75
PARÁ,ALTAMIRA,CENTRO,Feminino,41 - 50,Médio completo,4,2666.6666666666665,De 2501 a 3000,666.6666666666666,De 601 a 700,De 61 a 70%,10,10,4,Não,,,8,7,5,3,Não,Aplicativo,5,5,3,10,9,Sim,Não,Telefone 0800,Falta de energia,5,8,9,9,9,5,10,10,8,9,5,6,6,2,9,9,6,4,6,417,2.0,15.64
PARÁ,ALTAMIRA,CENTRO,Feminino,31 - 40,Superior completo,3,4000.0,De 3501 a 4000,1333.3333333333333,De 1001 a 1500,De 31 a 40%,8,8,9,Sim,Rádio,7.0,6,5,8,4,Não,Impressa e entregue pelo leiturista,9,9,9,10,6,Não,Não,Telefone 0800,Falta de energia,6,8,8,5,9,8,8,7,5,3,4,5,6,2,1,8,2,4,10,483,3.0,12.08
PARÁ,ALTAMIRA,CENTRO,Feminino,31 - 40,Fundamental completo,1,2100.0,De 2001 a 2500,2100.0,Acima de 2000,De 21 a 30%,5,5,8,Não,,,3,5,8,9,Sim,E-mail,7,9,8,8,7,Não,Sim,Telefone 0800,Informações gerais,8,6,5,5,9,10,9,7,7,8,1,3,5,6,3,1,3,2,7,461,3.0,21.95
PARÁ,ALTAMIRA,CENTRO,Feminino,41 - 50,Analfabeto,6,1200.0,De 601 a 1500,200.0,De 101 a 200,Acima de 150%,4,4,7,Não,,,7,7,3,9,Sim,Impressa e entregue pelo leiturista,4,1,3,5,2,Não,Sim,Telefone 0800,Informações gerais,9,7,7,10,9,9,7,9,10,8,10,1,5,9,5,9,4,8,5,300,1.0,25.0
PARÁ,ALTAMIRA,CENTRO,Masculino,31 - 40,Analfabeto,3,1800.0,De 1501 a 2000,600.0,De 501 a 600,De 61 a 70%,1,1,9,Sim,Rádio,4.0,3,5,8,10,Sim,Impressa e entregue pelo leiturista,10,10,4,8,6,Não,Sim,Telefone 0800,Falta de energia,9,6,7,7,6,10,6,7,10,4,2,1,3,5,7,2,6,4,6,392,1.0,21.78
PARÁ,ALTAMIRA,CENTRO,Masculino,31 - 40,Fundamental completo,5,2500.0,De 2001 a 2500,500.0,De 401 a 500,De 91 a 100%,7,7,7,Não,,,4,10,5,10,Não,Impressa e entregue pelo leiturista,4,5,3,9,1,Sim,Não,Telefone 0800,Falta de energia,9,8,8,10,10,10,6,9,10,6,6,4,8,8,6,2,4,6,5,451,3.0,18.04
PARÁ,ALTAMIRA,CENTRO,Feminino,Acima de 60,Médio completo,1,1500.0,De 601 a 1500,1500.0,De 1001 a 1500,De 11 a 20%,7,5,7,Sim,Rádio,8.0,10,9,6,9,Sim,E-mail,9,9,10,9,2,Não,Não,Telefone 0800,Falta de energia,10,7,6,8,10,8,8,6,4,1,10,5,1,3,8,2,3,2,6,190,2.0,12.67
PARÁ,ALTAMIRA,CENTRO,Masculino,18 - 30,Fundamental completo,1,1650.0,De 1501 a 2000,1650.0,De 1501 a 2000,De 11 a 20%,4,4,7,Não,,,3,3,8,10,Sim,Impressa e entregue pelo leiturista,6,1,2,6,1,Não,Não,Telefone 0800,Falta de energia,10,10,7,7,9,6,5,9,9,5,5,8,3,1,4,7,6,2,10,329,2.0,19.94
PARÁ,ALTAMIRA,CENTRO,Masculino,51 - 60,Médio completo,4,3333.3333333333335,De 3001 a 3500,833.3333333333334,De 801 a 900,De 41 a 50%,7,7,9,Não,,,6,6,9,6,Sim,Impressa e entregue pelo leiturista,6,4,4,3,1,Não,Não,Telefone 0800,Informações gerais,10,10,10,8,4,1,5,6,2,4,3,5,4,5,8,1,9,7,5,410,2.0,12.3
PARÁ,ALTAMIRA,CENTRO,Masculino,31 - 40,Superior completo,3,3000.0,De 2501 a 3000,1000.0,De 901 a 1000,De 21 a 30%,10,5,7,Não,,,6,6,4,4,Sim,E-mail,7,9,8,9,3,Não,Não,WhatsApp,Religação de energia,2,10,5,9,5,10,9,8,10,10,6,4,5,4,4,6,10,4,6,263,3.0,8.77
PARÁ,ALTAMIRA,CENTRO,Feminino,Acima de 60,Fundamental completo,1,4000.0,De 3501 a 4000,4000.0,Acima de 2000,De 11 a 20%,10,10,10,Sim,Porteiro/ Síndico,9.0,4,7,10,6,Não,E-mail,8,9,8,8,6,Sim,Sim,WhatsApp,Informações gerais,2,10,10,7,2,9,6,10,4,7,8,5,4,9,4,6,4,6,8,493,,12.32
PARÁ,ALTAMIRA,CENTRO,Feminino,Acima de 60,Médio completo,5,3666.6666666666665,De 3501 a 4000,733.3333333333333,De 701 a 800,De 51 a 60%,9,9,8,Sim,Porteiro/ Síndico,6.0,9,10,9,5,Sim,Impressa e entregue pelo leiturista,3,2,7,4,5,Sim,Sim,WhatsApp,Religação de energia,8,6,10,7,9,2,5,7,7,8,10,9,3,10,9,2,3,10,7,433,2.0,11.81
PARÁ,ALTAMIRA,CENTRO,Masculino,31 - 40,Superior completo,4,4666.666666666667,De 4501 a 5000,1166.6666666666667,De 1001 a 1500,De 31 a 40%,10,10,6,Sim,Porteiro/ Síndico,6.0,10,3,8,10,Não,Aplicativo,9,9,7,8,3,Não,Sim,WhatsApp,Religação de energia,10,6,1,9,9,5,5,5,4,8,3,2,10,7,3,4,7,1,5,366,3.0,7.84
PARÁ,BELEM,NORTE,Feminino,51 - 60,Superior completo,1,4000.0,De 3501 a 4000,4000.0,Acima de 2000,Menos que 10%,5,5,7,Sim,Carro de som,7.0,4,7,7,5,Sim,E-mail,10,9,8,9,6,Não,Não,Agência,2ª via de conta,1,4,4,1,5,2,2,4,2,5,3,5,5,2,4,1,3,1,2,218,4.0,5.45
PARÁ,BELEM,NORTE,Feminino,18 - 30,Superior completo,2,2900.0,De 2501 a 3000,1450.0,De 1001 a 1500,De 11 a 20%,7,7,1,Não,,,3,8,8,10,Sim,Aplicativo,7,9,8,8,3,Não,Sim,Agência,Religação de energia,2,1,1,3,2,1,3,3,1,1,2,5,6,2,4,2,5,1,3,280,3.0,9.66
PARÁ,BELEM,NORTE,Masculino,31 - 40,Fundamental incompleto,6,3000.0,De 2501 a 3000,500.0,De 401 a 500,De 41 a 50%,9,9,7,Não,,,8,10,10,8,Não,Impressa e entregue pelo leiturista,5,1,3,8,7,Sim,Não,Agência,Troca de Titularidade,2,4,1,2,5,5,3,5,4,4,2,6,3,2,5,4,2,2,4,217,1.0,7.23
PARÁ,BELEM,NORTE,Masculino,51 - 60,Superior completo,2,5000.0,De 4501 a 5000,2500.0,Acima de 2000,Menos que 10%,6,6,7,Não,,,10,7,3,3,Não,Impressa e entregue pelo leiturista,9,9,8,10,2,Não,Sim,Agência,Religação de energia,2,5,1,3,2,4,5,5,2,6,3,3,4,4,2,3,1,5,1,211,4.0,4.22
PARÁ,BELEM,NORTE,Feminino,31 - 40,Fundamental incompleto,1,1500.0,De 601 a 1500,1500.0,De 1001 a 1500,De 11 a 20%,1,1,9,Não,,,3,4,7,7,Não,Impressa e entregue pelo leiturista,7,1,1,6,5,Sim,Não,Agência,2ª via de conta,3,3,4,3,5,1,5,1,5,5,1,2,5,5,2,5,2,1,4,158,3.0,10.53
